,tweet,label
2550,Vaccine for pneumonia and meningitis routinely given to babies exceeds expectations: http://t.co/mmwhvMMNoZ,2
2551,"Pet peeve number 877459: dumb paranoid people who don't give their children vaccines. You go them and you're alive, aren't you?",2
2552,“@WHAS11: Everything you want to know about measles. --&gt; http://t.co/sigoU8ew90 #WHAS11”here's a tip: vaccinate your kids,2
2553,“@drbloem: To Vaccinate or Not To Vaccinate? http://t.co/WTz4uOmUW1 #health”,0
2554,Do we not get UK Covid case numbers anymore? Seems better to publish them rather than everyone relax after the (incredible) vaccine news.,2
2555,@GovMikeHuckabee supports traditional states rights for mandatory vaccinations of kids  for last 60 years @dallasnews http://t.co/6cWusXdkCN,2
2556,Jennifair - Temptation :: VirDiKO MoBiLe http://t.co/82SxI6pmnw #MMR,0
2557,Just when you thought that the anti-vaccine simpletons couldn't get any batshiat crazier VACCINES TURN YOUR KID GAY  http://t.co/Idj9svOlEV,2
2558,@AtWarW1thMySelf @KSavage090 u lame..why u look like u got the measles,0
2559,Always get the facts from *legitimate* medical sources. Vaccinate yourself &amp; your kids. http://t.co/PXe1HCkVJs #VaccinesSaveLives,2
2560,"""@EssentialFact: On average, people who complain live longer. Releasing this tension increases immunity and boosts their health.""",0
2561,Measles in 2015: More about the MMR vaccine http://t.co/91PYjZiJA0,0
2562,"TY for tbe SO, my new friend --&gt; RT @pitchhblackk: @mmsalib #Shoutout to my newest follower on Twitter!!!
#TeamWalkingOnAir
#TeamCloud9
#MMR",0
2563,@thevettopet but you and yours is vaccinated right? So you have the protection from us crazy people. Or do you not believe in the poison?,1
2564,Whooping cough vaccine safe for pregnant women - study: A new study found that the whooping cough vaccine does not… http://t.co/75zRtG9U67,0
2565,@PhilErvin evidence that NHL players' parents also suffered from contact to the head.  #vaccinate #MMR,2
2566,Everyone need help with little or no budget. We are building a platform for the everyday music artist. #MMR http://t.co/KHqRYDc8lT,0
2567,Mass Flu Vaccination Exercise 💉      #thisispublichealth @ Washoe County Health Department http://t.co/yp9ohibhJx,2
2568,"@tyler_kuhk @JennyMcCarthy .why, what's the matter with alittle cholera or measles to keep things exciting? Obvious snarkastic tone infused!",0
2569,TJ Miller at the Vic! Hope he doesn't have measles.... #tjmiller… https://t.co/mRmkJRZ4do,0
2570,I will never be one of those chiropractors that tell their patients not to get their children vaccinated.,2
2571,Why it's important SWFL families protect their families from the measles virus...I've got the answer coming up in ten minutes. @Fox4Now,0
2572,How did the whole not vaccinating your child become a thing again like I thought that was over years ago,2
2573,@howdyMO Measles spike is attributed to science denying parents.Chris needed to say that..,0
2574,Children's Museum of Houston to Offer Free Vaccinations https://t.co/D0DsERtlyZ,0
2575,"If I hear ""don't bring measles back with you"" again, I'm gonna lose my shit. It's called vaccinations people. #Goodness",2
2576,"The great allies of infectious diseases are no longer poverty, nor dirt, but the global anti-vaccination movement. #measles  #publichealth",2
2577,Mississippi has the nation’s best child vaccination rate. It's one of 2 states that don't allow religious exemptions http://t.co/qnrCzs16u4,2
2578,"WHY, PEOPLE? RT @syracusedotcom 22k NY school kids aren't vaccinated: Look up any NY school's vaccination rate here: http://t.co/d5fFswEB4p",2
2579,"i have the measles and the mumps. a gash, a rash and purple bumps!",0
2580,“@AlbertE_Quotes: Nationalism is an infantile disease. It is the measles of mankind.”,0
2581,My theory is this: cops suffer from PTSD and punitive immunity.#FergusonShooting @ChrisCuomo @VICE #PoliceBrutality,0
2582,"Dad, what are the measlies?
me: you mean measles?
Oh. Those too",0
2583,Thank god I got my measles vaccine when I went to the doctors,2
2584,"FDA Admits Vaccines Cause Autism, Seizures and De…: https://t.co/UxZ6fsmUAL.  Pray to God Almighty to protect your children. Forget vaccines",1
2585,@KordyNelson I'm sorry but that is 100% inaccurate. Please look at what is inside of vaccines. It's toxic. And there are SO MANY diff,1
2586,“@CBSNews: Total number of measles cases linked to Disney theme parks: 26 people in 4 states http://t.co/vEWJbNeuAW”,0
2587,Dr. Mary Mora speaking at the immunization press conference. #getvaccinated @ Ingham County Health… http://t.co/qGyaLxOyIQ,2
2588,"Parents have the right to not vaccinate their kids, just like I have the right to name my kid Charizard and only feed him raw lamb",1
2589,"LOLing as I sit next to these anti-vaxers who call getting vaccines ""fear mongering."" When did hippies become doomsday preppers?",2
2590,Good news on Covid vaccine from Pfizer. https://t.co/d5gy67DYHO,2
2591,"Investors are looking past the presidential election and toward a future with a safe and effective COVID-19 vaccine, according to Ameriprise Chief Market Strategist David Joy.  
 https://t.co/xsoKAF21YQ",0
2592,"AM-News : Ebola: Comparing the virus to flu, HIV, measles; what isolation means for patients being monitored: It is… http://t.co/8CVUr4f33A",0
2593,"The COVID-19 vaccine is coming. So, when will you or an aging loved one receive it? https://t.co/jKVbWFNaJx #covidvaccine",0
2594,More than a dozen cases of measles in the Bay Area.. What Berkeley officials say they will do if the disease hits their schools 7:05am #KTVU,0
2595,"@RichieAllenShow The earliest available COVID-19 vaccines will indeed genetically modify humans, whether using foreign genes to alter the host’s gene expression or altering the host’s DNA to perform the same function.
https://t.co/Qy8JLuQyKC https://t.co/QWWrZ7JTtf",1
2596,@XGN_Ghoster @DerrekRealize @ESN_Creeper autumn won 6 out of 4 and got b5. We went on 15 game win streaks...mmr is brokennnnn,0
2597,SB48 [NEW] Schools; providing immunity from liability for offering certain elective course. Effective date. Emerg... https://t.co/FP7I4k1jq6,0
2598,@WEWS that is just ridiculous that people have jeopardized other children by not vaccinating thier own #KeepKidsSafe #measlesvaccine,2
2599,Pope Seeks Immunity From Child Molestation Crimes http://t.co/WaGD90u8 @iamkap,0
2600,Where the hell did the measles come from? That hasn't been around since the 90s.,0
2601,"CWN: Vatican approves, encourages Covid vaccine use (CWN)  https://t.co/DBF7OObHNs",2
2602,People that say unvaccinated kids are going to make their kids sick are  announcing their distrust in vaccines.,1
2603,CDC - Coverage – 2013 National Immunization Survey Infographic - Vaccines http://t.co/wJ7Yudm9s5,0
2604,Little red dots are breaking out all over my face. Chicken pox? Measles? Am I dying?! #whattheF  #imbroken,0
2605,@rapunzel_dmb7 the vaccine were not available when I was growing up Measles and chicken pox are not fun. I even had German Measles.,0
2606,Free Promo CDs...#mmr #madhatterdc #mixmasterrod #tacobellbox#stencil#graf  @ MixMasterRod's Upstairs Lounge http://t.co/VZNPC2zo,0
2607,ok shit deleted last tweet - I don't have measles! shitty wording. but measles AND  assault/robberies are waiting at a Bart station near you,0
2608,Three More Possible Measles Cases In San Diego County: The three North County residents visited Disneyland last… http://t.co/NIgfdxUrRK,0
2609,That’s great and all but who’s actually going to take a rushed vaccine.. not me.. https://t.co/72dXFZ71tr,1
2610,Vaccinate your kids you pieces of shit,2
2611,Or measles or mumps,0
2612,"According to ⁦@WHO⁩ SARS-Cov-2 has a 99.87% survival rate.

It’s not about being anti-vax. It’s about calculated risk.

Rushed vaccine vs virus with 99.87% survival.

It’s a no brained for me. I’ll take my chances with #COVID19. https://t.co/EThUEhUSpW",1
2613,More children at risk of measles in wake of Ebola epidemic http://t.co/V8OpE13aQE (from @AP),0
2614,Get vaccines shots blood work and tb test checked. Ugh (@ Spectrum Health Butterworth Hospital w/ 5 others) http://t.co/gOzkGNYd,2
2615,"@latimes it's common sense~those who don't vaccinate children have no regard their kids, friends, children's friends &amp; society at-large! BAM",2
2616,“@KING5Seattle: #KingCoHealth reports new case of measles in an adult international traveler who was in King Co  http://t.co/W8fSihNUen”,0
2617,""" can I leave class early ? I need to grind mmr on heroes of the storm """,0
2618,State confirms 6 cases of measles in Cook County: Lab tests pending for three babies diagnosed with measles at a… http://t.co/JfD8khJUcv,0
2619,Look Up in The Sky it's... @madhatterdc #mmr #dj #dc #dupontcircle #live #nightlife #flyer #photoshop… http://t.co/9Rg864uFSu,0
2620,@Stanbhoy I used MMR for a few months but went back to @RunKeeper after getting a better phone. GPS uses up battery in general though.,0
2621,"“@BillGates: By 2030, we'll cut child deaths by half—and eradicate more diseases than ever before: http://t.co/hvTMfjpSPu” vaccines!",2
2622,Serum Institute of #India is lagging in its supply of AstraZeneca's vaccine to #Brazil and other countries. It blames a fire for the slowdown. https://t.co/QZZiJEyeUI,0
2623,"“@8NewsNow: #BREAKING: CCSD confirms second measles case found at Valley High School
#8NN
http://t.co/Gc8NOjDfhf” FUCK FUCK FUCK!",0
2624,"Every nursing home in Ireland could have access to a coronavirus vaccine by Christmas or early in…
#News https://t.co/Tgd9MvyX9Y",0
2625,Get your children vaccinated people. #WhatGetsMeMad,2
2626,EVERYTHING LIT 💥💥💥💥💥💥 #MMR @myfabolouslife @ 4Sixty6 http://t.co/ijwq0vzmCB,0
2627,"@nathos Anti-vaccination parents risk everybody's lives not just their own. I rarely call for behavior to be criminalized, but that does it.",2
2628,@LamarSmithTX21 #GOP STOP blaming #Immigrants first #Ebola now #measles Which diseases?brought their ancestors? #AINF http://t.co/tdC0EFiJdJ,0
2629,“@NECN: CDC: Flu vaccine barely working this year. http://t.co/1bAU6RECCw”. #igottheflu,0
2630,Not everything is a government conspiracy. The research linking autism to vaccines is even more bogus than you think http://t.co/PWKjKGZk9S,2
2631,"Love is like the measles. The older you get it, the worse the attack.

Rainer Maria Rilke",0
2632,"Study of more than 95,000 kids finds no link between MMR vaccine and autism http://t.co/Pv754RGXcG",0
2633,Global Health: Oral Vaccine for Cholera Found Effective in Africa http://t.co/kJUG3CFtO0,2
2634,"It's 2015. We've put men on the moon and rovers on Mars, yet there's still some folks who won't vaccinate their children.",2
2635,"The worst part about being sick right now? ""OMG, do you have measles?!"" #idonot",0
2636,"It's not just about ""what feels good for you and your family"" Vaccine Critics Turn Defensive Over Measles  http://t.co/EWLvA9q378",2
2637,Y'all thought #Ebola was nasty? Check out the measles at #SuperBowlXLIX. #idiots,0
2638,"Given the health climate of the world we all should boost immunity.Eat 2 Brazil nuts a day.No more.Contain selenIum,precursor to glutathione",0
2639,"The more vaccines kids get,the sicker they are, &amp; the higher the infant mortality rate. You can't poison your way to health”@MikeSchlossberg",1
2640,Baby's first set of vaccines at banfield!!! Weighing in at a whopping 2.5 pounds!!! Yay! (at @PetSmart) [pic]: http://t.co/BI1mv8LO0k,2
2641,"Just received my first dose of Pfizer-Biontech vaccine! Wonderful organization in Albany: drove through in 24 minutes including wait after. Bursting with gratitude for the scientists, volunteers and distributors that made this possible!! https://t.co/wlzQ0WsWI5",2
2642,Lake County Offering Free Mumps Vaccines For U Of I Students: Health officials in the suburbs have begun offering… http://t.co/LIgQmzVYKP,0
2643,The deadly truth about vaccine denialism http://t.co/YVej8HaNZk via @Salon,2
2644,"SCITECH: After meningitis confirmation, Yale Health to provide vaccine, via @AmakaYDN | http://t.co/u2D6YIzLTl",0
2645,Nothing makes me more enraged than people who refuse to vaccinate their kids out of a made up fear that it causes autism. #GetFucked #Idiots,2
2646,"Ahh I will ALWAYS welcome more good news at this point 😭 worth the read!

4 more encouraging things re: Pfizer's #COVID19 vaccine
1️⃣ probably got the right target!
2️⃣ evidence for mRNA vaccines!
3️⃣ confidence in a COVID vaccine!
4️⃣ good news for Pfizer in particular! https://t.co/B1p9Fv1hTj",2
2647,These folks against vaccinations for their kids are trying to bring back 'The Iron Lung'. #TBGWT http://t.co/Cbgi7Zi4HU,2
2648,"@eddiern   that is right. She qualifies in my way of thinking.  What about food stamps?  free immunizations, health,dental?",2
2649,If you don't vaccinate your kids your just dumb,2
2650,DPH: 2 confirmed cases of measles at Mass. hospitals: The Mass. Department of Public Health has confirmed two... http://t.co/oUkXjbNKZN,0
2651,"@JennyMcCarthy you are a nurse, step back and breathe, we will forgive you. STU about vaccines causing autism. False.  #inners",2
2652,"'Dancing With the Stars' recap: 'Immunity Night' wasn't safe for Andy Grammer: First off, ""Immunity Night"" had… https://t.co/KzoXFWIao1",0
2653,“People who complain actually live longer. Releasing tension increases immunity and improves your overall health.”@HalamaRae,0
2654,".@nytimes Students, before heading off to #college, get immunized. Most schools require #vaccinations, and it could save lives, maybe yours!",2
2655,"Measles outbreak at 149 cases in eight states, Canada and Mexico: The number of cases in the California-centered… http://t.co/GjGY8DI23g",0
2656,Inject all content concerning a successful coronavirus vaccine deep into my veins. https://t.co/kqzEl8BlJZ,2
2657,"US death toll reaches 250,000 as virus overwhelms hospitals; Who will be first to get COVID-19 vaccines?  https://t.co/dUW6Oi6Fxz",0
2658,"That's why I was pleased the learn that FEMA was providing Mississippi, specifically @user , with a $32 million grant to support our vaccine distribution efforts. Learn how this grant will support Mississippi's COVID-19 response: https://t.co/sGw7CU8pbd",2
2659,"@katienotopoulos @conz I got the vaccine as a kid, which may or may not still be effective.. I should probably look into it..",2
2660,"Grateful for passionate, intelligent #TCH physicians like @PeterHotez researching &amp; creating vaccines for neglected diseases #globalhealth",2
2661,“@YahooNews: Pediatricians urge parents &amp; schools to vaccinate children against #measles after Disneyland outbreak http://t.co/vRQGok7FyE”,2
2662,First successful vaccination against 'mad cow'-like wasting disease in deer #vaccine #wildlife,2
2663,"Dr Fauci was the first CEO of Moderna, one of the companies making the vaccine he wants EVERYONE to get. He stands to make a MASSIVE PROFIT OFF of CoVid & THE VACCINE. Do you think he has BILLIONS OF DOLLARS worth of MOTIVATION TO KEEP THE SCARE GOING so you get the Shot? 💉",1
2664,If a poison Ivy vaccine was developed the line at the clinic would be filled with DiscGolfers #Discgolf#itchy,0
2665,"A Nurse took the Covid vaccine and passed out mid interview about it.  Funny, countries beat Covid without a vaccine... you see how this county is trying to stay fueled by greed ???",1
2666,Extra #cayenne please🔥 #greenjuice #greens #immunity #health #selfcare #coach #nutrition… https://t.co/nGcl5EWqN7,0
2667,@forewit thalidomide babies! Smallpox vaccine! Ebola vaccine! Anthrax vaccine! Would you take these?,1
2668,“@wired: Is Childhood Pertussis Vaccine Less Effective Than We Thought?  http://t.co/J093cikj” @NLytle13 fitting tweet,1
2669,"New @myharleymusic X @allout201 ""Come Over"" #ManyMenRecords #MMR #NothingButHits 🔥🔥🔥🔥 Link in… https://t.co/6xXgo4ZnlH",0
2670,"Austerity is not a Vaccine to Crisis... It is a Parasite with Pandemic Potential! It Drains Life, Killing Slowly! #OccupyBoston",0
2671,Why is there a religious exemption for vaccinations? Almost no religions objects to them: http://t.co/xUqxqsNLFT http://t.co/droJVh7TIN,0
2672,"Doctors warn side effects from COVID-19 vaccine ""won't be a walk in the park"" - https://t.co/0RM6LhnJJy https://t.co/sCjRr7Y6kg",1
2673,A tainted vaccine has killed 50 children in Syria. The bad news is they all have Autism now.,1
2674,"Pharmaceutical company Pfizer says early data suggests its potential vaccine is ""more than 90% effective"" against covid-19 https://t.co/R4t42cWon5",0
2675,"US fed judge upholds state law requiring vaccinations, eliminating exemptions based on their parents’ stupid beliefs https://t.co/SJyjoZ8Yjp",2
2676,"Disneyland measles cases has rose to at least 145 patients across 12 counties, including 119 con. in Ca Someone FOXY glad not covering this",0
2677,Seward-- 1 in 12 children in the US age 2 years not vaccinated for measles @MikeKlag #measles2015 @JohnsHopkinsSPH,0
2678,"McDonald and her husband, a chiropractor, didn't vaccinate their kid because they eat healthy. It's just science. http://t.co/8GLpVRIHEG",1
2679,Travel safety pack. Immunity elixir and a deep green. Take care of yourself this winter (@ Juice Shop) http://t.co/WmbuZlZccg,0
2680,When will a coronavirus vaccine be ready? https://t.co/r0FEwv3eVQ,0
2681,People are so stupid vaccinate your children,2
2682,VACCINATE YOUR DAMN KIDS! That is all #thishasbeenApublichealthannounvement #stopriskingmykidshealthforyourstupidviews,2
2683,"READ THIS! Heartbreaking letter by Roald Dahl about daughter's death from measles #Vaccinate

http://t.co/KRy2zxAAEA http://t.co/phtWsuMCPv""",2
2684,Amazing how news people attack about child vaccination rather than the economy or our borders,0
2685,"Meningococcal disease affects 3, kills 1 in Orange County; Health officials urge vaccination https://t.co/YFMHw1Up3p",2
2686,"""@EinsteinDaily: Nationalism is an infantile disease. It is the measles of mankind.""",0
2687,“@kengyburr: My children will not be vaccinated.”🙌🙌🙌🙌🙌,1
2688,"“@ArtKellermannMD: latest Measles outbreak no surprise West LA preschools vax rates ""on par with Sudan"" http://t.co/yipCn0e8vY” #1989again",0
2689,The Mommy Files : State-by-state look at how many parents aren’t vaccinating their children http://t.co/xpvvWzLBDk,1
2690,"OH: ""I love the bitter irony that the measles outbreak started at Disneyland. It's like a Simpsons episode.""",0
2691,"can't remember last time one of the boys missed school, fever virus for Aidan 2day. #A+immunity #thankful",0
2692,"""Some co's are cutting corners by conducting Ph1,2&amp;3 trials simultaneously,but will they investigate whether 1/2of US adults&amp;quarter of children suffering w/chronic illness are at increased risk for adverse responses to the new COVID-19 vaccines before they are licensed&amp;mandated?",1
2693,"Amid measles outbreak, vaccines for teachers aren't required: While much of the attention in the ongoing measles… http://t.co/uNXYNZMApG",0
2694,Measles in the shape of Julianne Hough's face #AdorableIllnesses @midnight,0
2695,"@DrShawn6 You’d have to breathe out a sh*t ton of carbon dioxide to be suffocated by that from masks. That’s equivalent to being in a room full of CO2 with no vents. As for the cold/flu, there’s vaccines, over the counter treatments as well for that. There’s nothing for COVID.",0
2696,kendyl wont be allowed in school monday if i dont take her for a #varicella #immunization. WRONG DAY TO SCREW WITH ME.,1
2697,"@thetoyman1 If I have to vaccinate my DOG , parents should vaccinate their kids. Period.",2
2698,4-7 The Global Health Security Agenda - Vaccines -RFID &amp; LGBT? What??: https://t.co/2hM1usEFjl,0
2699,"The vaccine has been found to be 90% effective. 

That’s fucking shit then as you’ve got a 99.7% recovery rate if you’re under 70. 

Even Chris Whitty said it’s harmless to the majority of people. 

https://t.co/KyfT51JUx0

https://t.co/eHXmdL5T8i",1
2700,"And when Kaner has kids he""ll have them vaccinated !!  Lol",2
2701,When you go to a networking presentation and you end up discussing the spread of measles at Disneyland...??,0
2702,I hate getting vaccine shots...my arm always end up being paralyzed for a lil while.,2
2703,@StateFarm love @RobSchneider!  A voice for safer vaccination policies and full transparency #Statefarm,2
2704,@PGTrivia but no measles,0
2705,Vaccinate your FUCKING kids!,2
2706,Getting the kids check up for school. Ack. #summeristooshort Boy has to have vaccines. Fun stuff. 😳 @… http://t.co/Og7dCATJni,2
2707,@ThatAKidBryceD He didn't have the measles,0
2708,Here's how a coronavirus vaccine could be distributed globally https://t.co/YjSulTzaaL via @YouTube,0
2709,“@iBChrisMoses: Lololololol RT @INTL_M: He eat ass but don't want health vaccinations 😭😂😂😂😂” 😂😂😂😂😂😂,2
2710,Idk why this is still an issue guy even said he was wrong later #vaccine4urkid #KidSoSmart #parenting #parentingfails http://t.co/Oq09LogQYW,2
2711,H1431 [NEW] Extends sovereign immunity to employees or agents of health care provider acting within scope of duti... https://t.co/GOW1TATyvl,0
2712,"Amazing how fast we developed the Covid-19 vaccine. It took humanity thousands of years and lots of testing (poultices, spells, leaches etc) for humans to develop the first ones.",2
2713,"@ENanstiel  
Yvette. Who funded those books your read in medical school? rates went up bc they added more poison (vaccines) to the schedule.",1
2714,They put poison in our food and water to kill us slowly.  THEY'VE BEEN CAUGHT PUTTING CRAP INTO THE VACCINES.  THATSONRECORD #LOOKITUP,1
2715,"South Korea has been a leader in mitigating #COVID19 #SARSCoV2 #coronavirus spread. But as with any virus, without the elimination threshold, you are always a few weeks away from trouble. The ABCs of prevention and the #vaccine need to go hand in hand to beat this #pandemic. https://t.co/g0OByFs1jS",2
2716,"@MsReneeSouza @concernedpar3nt @motherbaby_au #Mom genes don't cause ASD, toxic ingredients in #vaccines cause #ASD http://t.co/1FA43XCvom",0
2717,"@ALLOUT201: #MMR ""Let Her Know"" (lotus flower bomb rmx) feat @LADY_JADE201 by @Allout201 http://t.co/gbtEO8CK",0
2718,"@UnpopularChick Well a lack of cheeks can lead to the flu, hay fever, tuberculosis, west nile, the measles, chicken pox, and black lung",0
2719,My baby got his 4 months old vaccinations today. He's a sleepy lil man now. #precious #baby #ouch… http://t.co/9kCPsifonu,2
2720,Texas H1N1 Deaths Prompt Some To Get Flu Vaccinations: DALLAS (http://t.co/dmUIGziQEu) – Texas already has a... http://t.co/ajIOa2Cec8,0
2721,The devastating impact of @vaccine deniers and # measles resurgence @washingtonpost http://t.co/X0o8Cq4qYW,2
2722,Are all of Obama's illegal aliens immunized for measles?  Why's he just blaming the kids?,1
2723,Agora NightLife #BurgLife #BacardiPromotions #MMR #teamfreepour #humblebeginnings @ Agora Nightlife https://t.co/fWBN07tlud,0
2724,@drdavidsamadi @FoxNews more harm than good I think they deliberately put the wrong stuff in the vaccine 😢😱,1
2725,"Pfizer has announced that initial data shows its Covid-19 trial vaccine is more than 90% effective. While this is great news, there are some grey areas. https://t.co/xsSEmWzw9V",2
2726,One of the very few places left in #Annapolis with flu vaccines. Getting mine today! (@ Safeway) http://t.co/XzshqKtR,2
2727,"Why don't parents understand that if they don't vaccinate children, diseases that were eliminated, DUE TO VACCINES, will reemerge.",2
2728,@user It may. But a masked hug and in person visit is on our post vaccine bucket list.,2
2729,"In another, a Kyrgyz citizen was shot dead by an American soldier who escaped prosecution due to immunity the solider enjoyed @ that base.",0
2730,15 Syrian children die after getting vaccinations: At least 15 children died after receiving vaccinations in... http://t.co/x9117NBHOg,1
2731,"“@KTLA: Disneyland measles outbreak may have originated in Philippines, research shows http://t.co/gltIGWRYMS” @adriannefaust YOUR FAULT",0
2732,@_PattiM_ I finally got the whooping cough vaccine a month ago. helps slow the spread of the diseases hopefully,2
2733,@TODAYshow I'm so scared we're treating Ebola patients in the US but it has to be done! Maybe we'll find a vaccine sooner. 🇺🇸 #OrangeRoom,2
2734,"@FoxNews I believe that immunization is extremely important to protect children. If you get free $ from the taxpayers, do what you are told.",2
2735,@CorrieLdn Absolutely your choice - but I’ll take my chances with the vaccine rather than Corona - that’s my choice,2
2736,"@AIIAmericanGirI really? Most legal citizens know what MMR stands for, yet the CDC wants legals to revaccinate. Take your redundancy south👀",0
2737,Misinformation about vaccines increases disease risk. Get your daughters the #HPV vaccine. http://t.co/kTMiwXmnjV,2
2738,"@ASDNIreland there is a difference in refusing the 'flu vaccination than say, measles/mumps/rubella - rubella is so dangerous if pregnant.",2
2739,@Miss_TLong I had this conversation the other day and if someone doesn't vaccinate their kid is not allowed near mine. Sorry not sorry,2
2740,MT @CNN R u 4 or against vaccination?  #anti-vaxxers put this mother n her baby in quarantine http://t.co/9MuzmEt6NV http://t.co/al2MLOCJ4R,1
2741,"@NeroMcNamara @UnarmedOracle @alexsteacy
My Boys are NNOOTT vaccinated
That was BATTLE ROYALE with all 17 schools just my Boys attended",1
2742,Looks like more good news coming our way! First Trump virus eradicated now  Covid vaccine: Pfizer drug is more than 90% effective in preventing infection!  #coronavirus ⁦@aipcsouthmumbai⁩ ⁦@AIPCMaha⁩  https://t.co/uIQ9BrRRrY,2
2743,I GOT A COVID VACCINE APPOINTMENT AAAAAAAA Huge huge thanks to @user for finding it for me ,2
2744,Out Of This World Set Tonight @madhatterdc #mmr #dc #dj #dmv #dcdj #dupontcircle #districofcolumbia… http://t.co/2vklmHmaXg,0
2745,"State’s Top Doc Burke-Harris to Lead Advisory Team as African Americans Raise COVID-19 Vaccine Concerns

https://t.co/cIUV9qvvmt 

#immunization #Blackcommunity #blackdoctors #COVID-19 #diabetes #Modernavaccine #obesity #PeoplesAllianceforJustice #PfizerInc #Pfizervaccine",0
2746,@FluffyKira @trellisaze there is a vaccine for shingles--Zostavax. Still may get shingles but risk is cut in half &amp; if you do symptoms less,2
2747,Do not take this vaccine they don't  know  if it's  going to slow or stop the virus or how  it's  going  to react  in your  body!  Just keep  wearing  your mask  for now. I'm  a retired  health care professional. Beware!! https://t.co/7DquX6dvXF,1
2748,"Risk of paralysis from flu vaccine est. at 2 cases per million doses. However, ONE law firm settled 93 cases in 30mo. http://t.co/NrMlLzabAu",1
2749,"@LionHeartress1 makes no tear drops. Allergic to vaccines, just very mean. But, he's my baby.",0
2750,"‘Measles Parties’ a Bad Idea, California Public Health Officials Warn: California public health officials are… http://t.co/hlwyuhrFEY",0
2751,The Political Battle Over a Covid Vaccine: Your Health Is of No Concern  https://t.co/LvwEO9Mp5r,0
2752,The good news on the Pfizer vaccine gave a boost to partner BioNTech #BNTX stock as well --and the 3 #billionaires behind it #Covid19 via @giacomotognini @Forbes  https://t.co/G7HxLLyEv3,2
2753,Did you know that in other countries they use smaller doses (of MMR) than the US and the vaccines are given to children older than 24 months,0
2754,"Covid19 vaccine find!
Not sure, why the med must be keep in special storage?
So people's must follow the vaccine to bosted the economy of USA and Europe!
I personal don't take it.
Smell propaganda",1
2755,"""@BuzzFeed: 17 Reasons Why No One Should Ever Vaccinate Their Kids
http://t.co/yyhWWX5JcY""",1
2756,"@vac_injury_mom because the younger you vaccinate, the more effective it is long term. A child immune system development is key to adult sys",2
2757,Why? Such nonsense. “@cnnbrk: 1 dead in attack on Pakistan workers giving polio vaccines. http://t.co/p2n0Be3atP”,0
2758,@iesamina @BorisJohnson @UniofOxford @AstraZeneca Yeah he didn't I know but I didn't congratulate him as a person. I congratulated the Prime Minister of UK... In other sense I congratulated the whole nation. One would be utterly and hilariously mistaken if they thought I assumed he invented it.,0
2759,"@Gregstaaa Personally, I think that if you're going to publicly educate your child then vaccines are necessary.",2
2760,If you don't vaccinate your kids I automatically don't like you.,2
2761,"They can have their vaccine, I want the right to say no- not in my body. We will only have that right under Donald J Trump https://t.co/MrfDSMm6JB",1
2762,Remember when I said that it annoys me when parents don't vaccinate their children? Yeah. Now everyone is at risk. http://t.co/Njn8jIGfyf,2
2763,Fucking OR… RT @chriscmooney: How many people aren't vaccinating their kids in your state? http://t.co/QF0XHlhrMt http://t.co/yUfWLhzRhY,2
2764,My dad thinks I have the measles ok,0
2765,Great info from WJSU news director and WJTVs @reporterjlk to my MMR class #jsustorytellers http://t.co/pclAUft3iO,0
2766,"Austerity is not a Vaccine to Crisis... It is a Parasite with Pandemic Potential! It Drains Life, Killing Slowly! #OccupyOakland",1
2767,Children's Health Day at Almeda Mall! #noexcuses #vaccinations #healthscreenings #giveaways… https://t.co/RRPi3LouyQ,2
2768,"If you don't vaccinate your child, you're wrong. And dumb",2
2769,"Great news for Germany because COVID-19 vaccine may come here before Christmas for health workers | इस देश के लिए आई बड़ी खुशखबरी, क्रिसमस से पहले आ सकती है COVID-19 वैक्सीन https://t.co/YB3zymZEkD",2
2770,Hey Pro-Vaxxers I have it on good authority that laughter is the best medicine! No Polio or Measles for me!,1
2771,“@kumailn: The new and final season of Parks &amp; Recreation could probably cure measles.” #truth,0
2772,OH: you hear about the people in Texas who got measles...Because they were stupid? US: pretty sure that wasn't the source of the outbreak.,1
2773,@AbelAlfaro92 its an ion that passes thru placenta to unborn children n causes birth defects primarily DOWN SYNDROME add vaccines 2 the list,0
2774,"""@VaxCalc: RT @NutrCareAutism Must-read b4 u give ur kids an HPV vaccine #Gardasil Who really benefits? http://t.co/oRMacRsulx"" #VaxTruth",1
2775,"We know the  #vaccine is loaded w lethal DNA changing poisons, cancers &amp; autoimmune diseases includ ARTIFICIAL INTELLIGENCE that will brain entrain human w 5G—Pfizer and BioNTech announce trial data showing COVID-19 vaccine is more than 90% effective  https://t.co/3lXA5edBpf",1
2776,"""@CBSLA: Several restaurants and stores in Ventura County had a recent exposure to someone with measles: http://t.co/wLhE82D7Eh""",0
2777,Courts quietly confirm MMR Vaccine causes Autism http://t.co/xX24wsi8ZA @paigeeklein,1
2778,it's getting close to flu season! Make sure your loved ones at risk of complications get vaccinated http://t.co/t9nvmFIH #vaccinate,2
2779,"Measles Scare at Please Touch Museum: If you were at the Please Touch Museum on Monday, the Pennsylvania Department… http://t.co/poWgftyneK",0
2780,The measles turned out being the study #interesting,0
2781,"""University of Oxford's COVID-19 vaccine 'highly effective' at treating virus, trials show""  https://t.co/JHubrzOyYU",2
2782,"""You buckle up your kids...vaccinate your pets, but what's about a major earthquake"" - I would call it an easter egg http://t.co/OWTzKq8Gq2",2
